,Title,Description,IMdb_rating,Director,Genres,Img_url,Writers,Cast,IMdb_link
229,The Incredibles,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",8.0,88,"[20, 6, 9]","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",[334],"[103, 585, 37]",/title/tt0317705/?ref_=chttp_t_230
230,Stand by Me,A writer recounts a childhood journey with his friends to find the body of a missing boy.,8.1,81,"[9, 19, 18]","https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,9,190,281_.jpg","[441, 353, 73]","[50, 520, 137]",/title/tt0092005/?ref_=chttp_t_231
231,Hachi: A Dog's Tale,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",8.1,40,"[4, 18, 1]","https://m.media-amazon.com/images/M/MV5BYmQzYjgyYzEtOTVhZC00MDRkLWJjNjItYzU3N2RiMTExZjA1XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,1,190,281_.jpg","[416, 145]","[263, 312, 217]",/title/tt1028532/?ref_=chttp_t_232
232,The Sound of Music,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,8.1,94,"[4, 18, 1]","https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","[317, 111, 289]","[391, 427, 95]",/title/tt0059742/?ref_=chttp_t_233
233,The Handmaiden,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.",8.1,150,"[18, 15, 7]","https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg","[5, 179, 2]","[208, 285, 338]",/title/tt4016934/?ref_=chttp_t_234
234,My Father and My Son,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,8.2,117,"[18, 1]","https://m.media-amazon.com/images/M/MV5BNzEzMWYyYjEtNmVjZS00YTAyLWIyOTgtMzEzNzQxMTQzZTgwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",[134],"[77, 97, 174]",/title/tt0476735/?ref_=chttp_t_235
235,To Be or Not to Be,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",8.1,44,"[19, 15, 5]","https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg","[314, 340, 452]","[454, 71, 12]",/title/tt0035446/?ref_=chttp_t_236
236,Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",8.1,34,"[9, 4, 18]","https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg","[271, 214]","[418, 351, 406]",/title/tt0758758/?ref_=chttp_t_237
237,The Battle of Algiers,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",8.1,10,"[18, 5]","https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg","[464, 158]","[293, 134, 531]",/title/tt0058946/?ref_=chttp_t_238
238,Groundhog Day,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",8.0,52,"[19, 18, 8]","https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg","[110, 195]","[142, 87, 579]",/title/tt0107048/?ref_=chttp_t_239
239,The Grapes of Wrath,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",8.1,77,[18],"https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,0,190,281_.jpg","[326, 208]","[546, 502, 75]",/title/tt0032551/?ref_=chttp_t_240
240,The Iron Giant,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,8.1,88,"[20, 6, 9]","https://m.media-amazon.com/images/M/MV5BYzgwODY1NTYtZGRkZC00MzQzLTg0MTktODcxNzI2NjJhYzRiXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_QL75_UY281_CR11,0,190,281_.jpg","[474, 32, 226]","[282, 354, 340]",/title/tt0129167/?ref_=chttp_t_241
241,Amores perros,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",8.1,107,"[18, 7]","https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",[348],"[138, 287, 118]",/title/tt0245712/?ref_=chttp_t_242
242,Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,8.1,66,"[18, 11, 15]","https://m.media-amazon.com/images/M/MV5BOGVmYmZiYTItNjUyNy00NzE4LTlhYjctMWEwMzYxYzEyMjNiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","[435, 320, 446]","[321, 261, 218]",/title/tt0032976/?ref_=chttp_t_243
243,Cool Hand Luke,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",8.1,21,"[12, 18]","https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,5,190,281_.jpg","[429, 24, 118]","[280, 178, 121]",/title/tt0061512/?ref_=chttp_t_244
244,The Help,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",8.1,98,[18],"https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","[356, 315]","[259, 509, 416]",/title/tt1454029/?ref_=chttp_t_245
245,It Happened One Night,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,8.1,97,"[19, 15]","https://m.media-amazon.com/images/M/MV5BMDg5MmEwZjItODllOS00Yjc4LTk3NzItZWY4ODFlODQzZjJlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","[58, 174]","[465, 42, 322]",/title/tt0025316/?ref_=chttp_t_246
246,Aladdin,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,8.0,102,"[20, 9, 19]","https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg","[168, 277, 47]","[375, 15, 372]",/title/tt0103639/?ref_=chttp_t_247
247,Drishyam,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",8.2,119,"[12, 18, 11]","https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR2,0,190,281_.jpg","[37, 127]","[269, 88, 67]",/title/tt4430212/?ref_=chttp_t_248
248,Gangs of Wasseypur,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",8.2,18,"[6, 19, 12]","https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","[6, 109, 224]","[384, 439, 25]",/title/tt1954470/?ref_=chttp_t_249
249,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",8.2,16,"[20, 6, 9]","https://m.media-amazon.com/images/M/MV5BODI2NjdlYWItMTE1ZC00YzI2LTlhZGQtNzE3NzA4MWM0ODYzXkEyXkFqcGdeQXVyNjU1OTg4OTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",[386],"[62, 115, 57]",/title/tt11032374/?ref_=chttp_t_250
